asset_id,DATE,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES,,
1,19/03/2026,267.99,267.99,261.6,269.43,262.4,262.12,263.17,302.25,231.3,26951355,7092868148,198297,,
1,18/03/2026,269.35,270.03,267.14,267.16,269.38,269.43,269.1,302.25,231.3,9512486,2559822319,65360,,
1,17/03/2026,266.68,267.75,264.61,265.18,267.23,267.16,266.2,302.25,231.3,9612638,2558928563,67789,,
1,16/03/2026,262,266,260.01,262.69,264.99,265.18,262.85,302.25,231.3,15483076,4069760734,122631,,
1,13/03/2026,267.99,267.99,262,267.94,263.5,262.69,263.95,302.25,231.3,25235358,6660817691,207941,,
1,12/03/2026,266.31,270,266.31,270.56,268.07,267.94,268.17,302.25,231.3,13251982,3553818037,112832,,
1,11/03/2026,274.7,275.39,270.2,274.95,270.45,270.56,272.06,302.25,231.3,15228172,4143042284,115325,,
1,10/03/2026,276.29,276.29,272.85,272.42,275.3,274.95,274.21,302.25,231.3,10445421,2864202463,68939,,
1,09/03/2026,274.81,274.81,268.75,277.25,272.75,272.42,270.34,302.25,231.3,26564816,7181537447,219629,,
1,06/03/2026,280.52,280.52,276.85,280.35,278.25,277.25,278.45,302.25,231.3,8713874,2426342717,79242,,
1,05/03/2026,285.61,285.61,277.84,277.29,280.39,280.35,279.08,302.25,231.3,10159364,2835285499,81786,,
1,04/03/2026,280.99,280.99,275.51,281.93,277.7,277.29,276.75,302.25,231.3,21718747,6010637061,200613,,
1,02/03/2026,286.25,292.42,279.01,285.29,281.99,281.93,281.31,302.25,231.3,20163860,5672350107,220204,,
1,27/02/2026,288.7,289.39,284.91,288.58,285.9,285.29,286.27,302.25,231.3,8393306,2402780676,93505,,
1,26/02/2026,290.13,290.99,287.8,288.63,288.65,288.58,288.66,302.25,231.3,4222379,1218830531,37951,,
1,25/02/2026,292,292,286.01,287.85,288.6,288.63,289.48,302.25,231.3,5638852,1632351122,38903,,
1,24/02/2026,290.45,290.45,287.08,290.45,288,287.85,288.13,302.25,231.3,7385045,2127837422,72446,,
1,23/02/2026,289.88,291.2,289.5,289.23,290.4,290.45,290.37,302.25,231.3,4699647,1364646006,53813,,
1,20/02/2026,289.99,290.3,287.44,288.38,289.2,289.23,289.2,302.25,231.3,5911399,1709601413,52580,,
1,19/02/2026,292.2,293.18,287.75,292.2,288.1,288.38,290.02,302.25,231.3,7420909,2152188072,66619,,
