asset_id,DATE,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES,,
4,17-Apr-26,790.10,803.95,788.20,795.45,800.00,799.90,799.40,2037.70,726.65,37282544.00,29803842840.25,329801.00,,
4,16-Apr-26,818.00,820.05,792.20,809.90,794.00,795.45,802.59,2037.70,726.65,62861293.00,50452084027.00,512745.00,,
4,15-Apr-26,804.95,814.80,804.00,794.70,810.00,809.90,809.73,2037.70,726.65,39769515.00,32202517376.60,468104.00,,
4,13-Apr-26,791.50,798.50,787.35,810.30,793.00,794.70,792.47,2037.70,726.65,47549328.00,37681570377.55,428978.00,,
4,10-Apr-26,804.00,812.25,801.00,797.70,810.10,810.30,809.15,2037.70,726.65,38156026.00,30873943034.35,384976.00,,
4,09-Apr-26,815.00,819.00,793.10,816.10,798.00,797.70,800.68,2037.70,726.65,48879392.00,39136741055.40,532333.00,,
4,08-Apr-26,800.00,817.80,796.00,772.00,817.50,816.10,809.87,2037.70,726.65,70269512.00,56909358152.40,561769.00,,
4,07-Apr-26,766.00,774.00,761.00,771.00,772.40,772.00,768.18,2037.70,726.65,51309793.00,39415068155.95,777553.00,,
4,06-Apr-26,759.00,772.75,745.00,750.90,770.90,771.00,759.21,2037.70,726.65,42976659.00,32628140429.95,626168.00,,
4,02-Apr-26,730.00,755.00,726.65,742.25,751.00,750.90,740.56,2037.70,726.65,49310300.00,36517173048.10,618264.00,,
4,01-Apr-26,743.00,755.90,739.10,731.55,744.00,742.25,745.52,2037.70,726.65,78862761.00,58794104725.50,617196.00,,
4,30-Mar-26,745.20,751.00,726.65,756.20,735.00,731.55,737.88,2037.70,726.65,103500135.00,76370180749.45,787374.00,,
4,27-Mar-26,773.20,774.90,754.55,782.30,757.95,756.20,761.30,2037.70,741.05,65485199.00,49853660404.55,699107.00,,
4,25-Mar-26,768.20,794.80,768.20,764.90,780.10,782.30,785.22,2037.70,741.05,59230640.00,46508923123.65,628380.00,,
4,24-Mar-26,755.00,772.75,747.70,744.15,766.50,764.90,761.63,2037.70,741.05,61269986.00,46665356241.25,626314.00,,
4,23-Mar-26,763.15,768.70,741.05,780.45,742.30,744.15,752.37,2037.70,741.05,72341738.00,54427519734.60,872248.00,,
4,20-Mar-26,785.00,793.75,778.20,798.20,781.00,780.45,784.12,2037.70,770.00,103129469.00,80865860514.30,963682.00,,
4,19-Mar-26,770.00,815.65,770.00,843.05,800.00,798.20,801.78,2037.70,770.00,171637393.00,137615084047.35,1439390.00,,
4,18-Mar-26,845.35,846.80,831.60,845.35,842.00,843.05,840.38,2037.70,812.00,23507063.00,19754916389.35,294181.00,,
4,17-Mar-26,847.70,848.90,835.10,840.60,842.80,845.35,843.42,2037.70,812.00,38826979.00,32747578708.05,457590.00,,
4,16-Mar-26,817.00,844.50,815.65,817.00,838.80,840.60,832.00,2037.70,812.00,52182605.00,43415902026.80,497371.00,,
4,13-Mar-26,820.00,823.80,812.00,832.75,816.70,817.00,817.73,2037.70,812.00,41700464.00,34099871018.10,542628.00,,
4,12-Mar-26,820.10,836.40,820.10,833.95,833.30,832.75,831.86,2037.70,820.10,46107561.00,38354969893.00,683178.00,,
4,11-Mar-26,845.00,848.85,827.60,849.45,834.40,833.95,834.32,2037.70,821.50,42261076.00,35259318337.50,580385.00,,
4,10-Mar-26,850.05,856.80,840.60,840.70,849.00,849.45,849.47,2037.70,821.50,52866024.00,44907944293.60,475796.00,,
4,09-Mar-26,825.00,842.45,821.50,857.05,839.10,840.70,833.63,2037.70,821.50,35592613.00,29670987891.55,420429.00,,
4,06-Mar-26,868.05,871.70,855.10,877.75,857.20,857.05,862.50,2037.70,848.00,34439647.00,29704205809.35,706964.00,,
4,05-Mar-26,873.85,881.40,863.50,868.65,875.10,877.75,873.44,2037.70,848.00,31324582.00,27360019475.00,281674.00,,
4,04-Mar-26,848.00,879.30,848.00,879.40,869.00,868.65,866.00,2037.70,848.00,39862322.00,34520891227.90,456224.00,,
4,02-Mar-26,876.20,887.75,871.55,887.75,882.10,879.40,879.38,2037.70,871.55,38378924.00,33749754117.70,401981.00,,
4,27-Feb-26,898.60,898.95,885.00,898.60,887.45,887.75,889.69,2037.70,885.00,34620755.00,30801652275.45,411801.00,,
4,26-Feb-26,912.00,912.00,895.00,907.60,896.00,898.60,901.32,2037.70,895.00,41165937.00,37103636109.45,502649.00,,
4,25-Feb-26,910.55,916.00,903.10,910.50,907.40,907.60,909.00,2037.70,901.00,27884303.00,25346943106.45,323744.00,,
4,24-Feb-26,927.95,927.95,909.15,923.60,911.50,910.50,915.33,2037.70,901.00,31313985.00,28662510212.40,298283.00,,
4,23-Feb-26,916.50,925.65,915.25,911.85,924.10,923.60,921.17,2037.70,901.00,23270122.00,21435660334.00,228672.00,,
4,20-Feb-26,911.00,917.85,908.40,915.60,913.15,911.85,913.52,2037.70,901.00,22654907.00,20695810498.85,295931.00,,
